avg_secchi,roaddensity_density_mperha,GFDL.avg.ann.gdd
0.635248,13.9711,2213.424222568846
3.092527138,38.9627,1770.6625972260863
3.497297297,48.015,1807.8624290271623
0.924678571,29.1729,2277.559191238295
1.24409581,39.5563,2229.2162767989535
2.691745653,39.1464,2156.0797006468383
1.717722105,17.4219,2213.949816030024
2.372684007,36.2851,2148.4742336463023
0.764509613,35.443600000000004,2248.4265639860464
2.478166667,33.1617,2093.654497753375
4.245685358,55.1627,2174.3901116555194
3.446957241,69.1301,1945.3133519593264
0.859166667,51.233,2003.4956714649345
1.635155556,19.4871,1968.474205936015
1.558461538,10.7289,1834.866310655676
4.776182192,47.5787,1938.6525610461697
4.508631356,42.2559,1926.9583403605204
2.805257644,62.5897,1973.3366228291889
3.622018529,49.478,2002.9968404074705
4.001053755,40.1805,1966.4626449272569
0.608394955,31.9657,2251.559439752734
1.205816,19.6368,2132.641344432003
1.480900046,40.5543,2246.917603866379
1.97898087,53.8102,1992.6586553112263
3.840104497,40.2453,1865.2221524186195
2.011050431,41.6569,1858.733037005425
2.017871549,56.0003,1968.934023999558
3.909215145,55.873,1849.187918223948
3.753651612,27.024,1840.1226311400944
5.117642353,25.8161,1830.0878477100696
3.536935535,59.7291,1871.548271416727
5.780635016,47.3939,1942.3846535613047
3.480729867,44.4474,1844.5054636090729
3.981916522,31.7553,1942.7467874626009
2.204148546,27.5452,1926.880102197537
6.205624896,32.2192,1838.6735688237857
6.676301156,35.6761,1833.498828898163
3.513416918,32.0405,1885.0250660549284
2.86512,44.4474,1844.5054636090729
2.851681712,30.9364,1830.2995428667
4.105107076,35.4491,1846.0769337655104
4.974238992,34.2435,1859.979560518262
5.075180135,35.2293,1865.5366998095049
4.28554742,28.9729,1875.6478851194868
5.079912681,51.9574,1785.6214624961954
3.16920375,29.4997,1938.719199200069
3.15,25.0936,1910.114285377451
4.293231034,40.2743,1872.7716914338837
5.735125412,34.0585,1848.6770027343537
1.976865455,26.3014,1949.220174562695
3.31378406,65.2463,1892.0260529384643
1.421428571,24.014,2004.5769076984027
2.39050416,42.174,1968.51916887473
3.197126667,36.901,1968.463953767422
3.42765977,59.0366,1731.6158373680237
3.132495738,41.7292,1854.9858163354056
2.595694864,51.6239,1887.1218666954528
4.370063079,54.5075,1856.2625132374744
3.750885167,54.5075,1856.2625132374744
3.586146963,50.7404,2003.950460885784
2.453629091,54.1411,1955.89488385412
3.218995556,43.6683,1983.7209395182867
3.358389167,40.3624,1897.296715362128
3.872203999,54.5075,1886.124885892831
1.65656,14.4212,2026.9577766520808
3.543620901,38.3779,1933.754337390398
3.038622857,43.0403,1820.748369633889
1.373084,13.0995,2100.633140172402
5.90242268,23.6048,1869.5399086392017
2.836363636,39.522,1932.6827518150656
4.411078259,62.6014,1728.7911030373311
3.193642554,95.3389,1703.2820271697854
1.119950374,72.6859,2060.5698758538447
1.065306409,32.746,2054.8598319277407
2.971349792,37.534,1842.0227757669493
2.869531341,53.8255,2006.2615960863027
3.770220354,71.178,1930.221705394516
1.50344411,34.3127,2139.345672865686
2.393301245,23.7331,1988.728614003099
1.497417492,51.2577,2012.8625045743752
2.902281501,73.0834,2000.5344894831849
3.154992868,18.0044,2038.33710265033
0.581468485,8.2124,2112.3494897163614
2.010295533,140.4056,2265.0373238463744
1.620207402,69.9818,2310.596474626094
1.374132653,73.4949,2423.8050945141053
2.126621639,77.2807,2303.8114623492916
2.384916201,94.8291,2372.8186114165037
3.153934872,104.7023,2261.9201224343105
1.92020973,124.5107,2410.2154927110096
2.342758621,133.4108,2135.7462696954076
2.790909091,59.5418,2233.9658094213414
2.67641519,99.5063,2323.795686752504
2.015166045,88.5351,2283.3157717501767
2.258035189,127.258,2244.9727432578266
2.541080272,76.2798,2208.376355244242
1.723939394,53.7737,2316.005004008469
1.7272,89.8342,2296.590541771028
3.168385215,67.6812,2231.134164439394
1.1176,72.6197,2381.1350493317764
2.366608125,112.2431,2343.8044203841623
3.436627517,102.9454,2161.1612049242
0.855167312,79.6483,2328.5943644814183
0.699489412,79.6483,2175.7253511249214
0.865005755,44.5706,2226.1585746578776
1.500496886,29.5844,2256.6922640404764
1.126929388,35.8611,2330.9688794682347
1.207806486,50.3438,2320.34320055299
0.848666667,10.1321,2291.1394085751917
1.121986,51.2453,2326.5401786698817
1.088043192,46.6683,2279.188811483171
1.409765113,31.6218,2292.807493902606
5.924982534,32.1603,1503.5917192046168
2.9508,0,1687.7955633341255
1.7272,2.7606,1673.173382847027
2.740208,0,1695.954721814525
1.530096,41.919,1603.1666089469477
2.77368,32.8126,1583.821167169354
2.440792,0,1666.6314922626168
4.846602398,101.6158,1574.5170496942358
1.572768,17.3516,1614.332901800732
0.70104,15.5561,1623.6519095594026
2.214110173,0,1686.9601788436416
2.533787666,7.9064,1686.9601788436416
3.114285714,39.4119,1649.386927141083
7.12762,64.2083,1496.129074715097
1.953601905,61.9324,2322.620450015526
2.729698473,93.0776,2304.7201393640225
1.247815916,41.2879,2388.9908411020406
1.325889039,93.2801,2244.224233251852
0.704748603,32.4735,2506.890730498216
1.539803687,43.8676,2251.2838944744253
0.771435176,62.7059,2267.590074208392
0.878836842,74.6211,2217.301444595184
3.109710029,82.5471,2081.564257631645
3.640015453,108.5129,2081.564257631645
0.797677122,52.4309,2181.321231202075
1.261177994,42.1856,2205.556186141646
2.877812766,33.9525,2128.275789383973
2.437601058,28.7857,2165.8984178792484
2.737209937,26.0638,2122.0178760089893
2.237557391,38.189,2122.6821069123116
1.621288066,51.0528,2131.664727456154
2.057823622,70.0172,2093.703727173615
0.726117231,40.748,2093.703727173615
0.775563806,34.9456,2093.703727173615
0.775023333,19.313,2093.703727173615
1.550211185,37.9989,2093.703727173615
0.705500787,41.4524,2093.703727173615
5.057482529,39.1103,2061.8411319613074
2.841351565,75.9646,2084.0635173506676
3.336931633,126.7983,2077.0683705228143
1.64592,37.8092,2093.703727173615
1.68855,53.9042,2093.703727173615
1.192044414,38.7068,2093.703727173615
2.577018367,18.0155,2090.421253917383
1.745252932,30.2333,2139.1017834488975
2.912301832,29.7533,2086.454047832672
1.524,84.3502,2290.5692108313447
0.669253509,25.0092,2153.160213281371
5.13521703,32.6291,1970.4162751009544
2.21276,18.6865,2072.311209981558
1.8288,41.5373,1994.9067625067685
2.969630047,37.4059,2022.2487161572503
1.30048,58.2482,2020.8003683676473
1.358947368,16.2764,2038.9746004030137
1.575887536,19.9471,2027.645354476316
1.426077333,22.6346,2076.8574479842973
1.190263158,63.6795,2094.432279864528
2.118205128,31.6113,2033.4619639038465
2.467977136,52.3506,1964.125464570021
1.979015658,33.1724,1782.907251320561
1.036931741,20.9465,1968.6570812819057
1.90334624,30.751,2253.2216265844504
1.472353788,64.2588,2291.0642604733057
1.068771454,89.9575,2206.2229876720717
2.215771028,36.4059,2191.8427655759583
2.869474286,34.6842,2193.1114977003867
1.449103059,52.3382,2169.8683042109037
1.755896,58.4578,2190.1842069553877
1.281219512,47.1224,2319.2271550778905
1.280818713,88.2212,2391.025068357664
2.567966935,136.3289,2234.1860355070953
0.686613725,86.9062,2432.8026919052254
3.281483695,55.8802,2237.564982289185
3.111447488,62.1781,2237.564982289185
4.3383504,49.5797,2176.2716084698486
4.36774,49.391,2179.34024663902
2.342948718,94.3549,2289.4201860043386
2.54657277,64.2225,2211.395486885949
2.94459364,63.41,2066.3537266295293
1.759383026,108.9763,2111.180020217653
1.670827015,100.4841,2270.804102606916
3.863733183,123.0549,2150.9052483146006
0.794166667,46.6992,2229.585225749662
1.881771429,52.8047,2221.8867200103905
1.2192,162.4971,2275.000592803074
3.680685714,147.7769,2171.666612406832
5.300371429,27.5472,2114.4504259253586
1.688359355,35.6012,2250.6208014383315
1.283333333,17.3691,2262.975779734089
2.091133333,40.236,2266.540424873533
2.3876,93.3329,2194.3151370819332
4.279303623,22.2808,2177.0192315936765
1.2192,55.4047,2219.2358555428423
1.005963889,90.8301,2312.798943614558
1.033155963,38.4901,2275.5872047782186
1.678093333,31.6255,2166.307423439568
0.9906,31.6255,2166.307423439568
2.29630339,86.2246,2181.9254011189055
1.74554,39.647,2166.931904907715
4.4196,28.4431,2241.649134856246
3.401868063,42.4546,2076.416691182864
2.026778351,42.4546,2076.416691182864
1.393406897,49.5692,2187.115223147679
2.5689768,22.4853,2154.4823809665354
1.246065882,59.9248,2206.4191395121425
1.554487167,28.2537,2205.4416593449805
1.336613091,72.4792,2138.4733654950405
0.824904706,34.5867,2334.8907847778532
1.250472727,33.8989,2315.3520406967195
1.615491654,80.1355,2279.197422482425
1.935138137,34.4344,2242.619879642172
2.059700699,26.973,2211.279299672735
1.631305691,46.5788,2214.9686778762607
2.371124731,36.6185,2191.1882465339895
1.268472394,30.9686,2288.7780140371233
1.542212912,30.9686,2288.7780140371233
3.137513311,43.3619,2065.55031460946
2.662142857,16.4028,2142.663353969049
2.923392453,46.632,2001.8504938226165
2.673425688,64.1911,2153.0290705009343
1.3716,40.7474,2130.685953659107
1.385613675,23.5266,2234.0678615023216
5.607286355,51.8816,2069.240153619708
1.71440995,38.0776,2148.5092756558693
2.489380117,36.697,2140.875757735433
2.65544,42.4865,2166.568709339356
5.37935631,51.8816,2069.240153619708
