avg_secchi,roaddensity_density_mperha,ACCESS.avg.ann.gdd
2.942133333,39.6857,2155.9697381349165
2.8652,45.3259,2142.511389183817
2.3918,80.9011,2142.511389183817
3.905236379,63.0523,2096.249370417769
2.312960677,41.0234,2176.9264874843784
6.97992,28.5816,2135.1192698326126
9.0678,28.5816,2028.5814930321071
10.88,28.5816,2055.539352917402
10.88,28.5816,2028.5814930321071
10.88,28.5816,2028.5814930321071
11.7348,18.6657,2213.7689706114993
0.6248,66.9898,2500.884953443312
0.31,73.1826,2719.6885159887015
0.7619836,34.0797,2380.882993504689
0.918167203,85.5335,2610.2268695001335
1.146863469,77.6221,2537.768534044295
2.7432,63.816,2496.424280159666
1.98214527,92.6389,2394.665269602827
2.571705112,44.2011,2399.691362884442
1.955112195,104.1512,2536.143585887566
1.66660098,76.7696,2553.790171331216
3.679050794,37.3234,2490.1554421099504
1.391927737,90.806,2577.1596518681085
1.874242424,9.7142,2510.5904715501665
2.439264706,19.0464,2533.2555846271016
1.840947778,49.6204,2549.6619457984875
3.467823529,85.1868,2459.3516884889327
3.374182564,48.1773,2122.8381518732385
3.302962543,71.9184,2053.0155077922977
3.321019827,62.5461,2155.8289063884113
1.759939003,29.4784,2197.0042362916074
3.545205446,67.0541,2050.78819359603
4.240989029,49.6396,2050.502420830436
2.582881146,35.9657,2104.468572199768
3.396240908,35.2551,2129.3529835242307
3.723580926,69.4655,2050.2128972304818
3.778726025,33.0531,2027.622007986839
2.791264723,30.0683,2082.370664886713
1.856152809,21.1085,2115.600900826564
2.153136207,33.1861,2115.9535383838693
2.401,37.9007,2050.2128972304818
2.716216667,47.6689,2146.331078822598
3.137430894,22.5438,2145.893947687718
3.720473529,27.8395,1927.7213524100423
3.218243284,37.7545,2095.320637974589
4.019021538,61.5905,2121.14562770077
3.636026087,35.6676,1927.7213524100423
4.1148,60.3518,2105.701360970079
3.548489552,38.4945,2045.0819077306237
2.529,17.2394,2043.4947594644664
4.079306803,40.1846,2048.2688303011632
2.418737778,16.0701,2128.066397962131
2.078150289,30.4775,2178.482673890605
2.7432,40.4136,2139.0012443855167
3.723582873,26.5723,2116.190317284089
3.083651429,30.7304,2166.241825279272
2.53524631,34.2202,2027.6812630675104
2.1209,17.9185,2192.699480498333
1.34112,18.7338,2027.6812630675104
2.493869307,12.5466,2138.984936213774
2.271500559,22.8944,2120.25045510688
2.619888344,25.7729,2147.380582433691
1.793965714,24.4087,2168.3861637260143
1.627824,23.5652,2166.239658633447
1.068496063,38.495,2577.2258294043563
1.991696744,38.6108,2149.098707242257
1.59532,52.1829,2185.1479682864783
1.124089712,32.0378,2160.8499452256215
1.63068,53.1972,2414.9547896546487
0.971640764,127.3471,2589.0245875244636
3.357442975,130.0251,2477.5362404504267
1.475342122,94.7058,2544.771421970612
1.316197023,126.6005,2575.623344621965
0.431818182,118.2152,2726.2056321032437
3.894768047,110.5677,2453.970672158725
2.136626812,89.2272,2491.9551086547285
2.385199375,133.9321,2511.379234142176
1.68919,129.0236,2557.213526674829
1.5494,99.9197,2586.678834459131
3.035027778,60.0751,2465.2757311674027
2.112583333,59.3242,2478.940282765403
1.708861489,120.0002,2538.2979846365806
5.115182524,104.7277,2536.210666327063
0.83356175,64.0861,2627.9121794211705
1.64,70.0713,2564.8871032444654
1.528961814,88.0577,2544.5153773586567
2.160246154,100.1694,2526.8307670265117
1.794937626,90.5821,2504.2936928846957
2.7703374099999998,94.9614,2433.351730963789
1.996732921,84.6445,2464.52268411978
1.193841667,31.8155,2503.997656948963
2.827128125,97.2299,2384.1339668723813
1.629018901,95.5601,2486.7322309305546
2.8738576,82.026,2547.8194139701823
3.488418079,62.8254,2433.2529674014527
3.556056338,60.6226,2433.2529674014527
3.756381579,92.5015,2433.2529674014527
5.84948878,73.3938,2379.865769152852
1.151054217,35.1995,2586.0552109073988
1.4,110.2328,2637.447540409346
1.227880588,81.9259,2527.794723852276
1.810116312,28.3148,2409.7554206770324
3.81,24.5026,2380.752019020757
1.300968302,58.0708,2456.31400273162
0.788846154,107.1762,2513.313155183874
1.0287,14.8031,2512.7682036680403
0.47754386,33.2341,2599.0204170955317
0.816864,34.6677,2432.0392472341828
1.542739044,34.6677,2432.0392472341828
1.297797101,34.6677,2432.0392472341828
1.729205602,31.6293,2461.9473596563994
1.528571429,81.196,2519.912891428916
3.522683721,64.0984,1900.4506360413484
3.82049313,58.0623,1876.1522023066732
1.528887066,51.9494,2030.6308364013576
2.360611765,33.3566,2030.6308364013576
2.315985,37.9653,2030.6308364013576
1.343525874,11.8574,2044.8710339354584
2.614439024,52.4331,2085.503670803821
4.600266222,39.5883,1828.4714476809909
2.05166875,33.1724,1917.383895120104
3.074604975,55.9394,1982.2529146632223
4.66787234,28.4016,1941.5902073940103
3.175925926,53.3747,1951.861924781642
1.643534239,51.6175,2244.510677339187
1.7543003129999999,75.0919,2144.9041208179574
0.650674965,70.9308,2444.649698740405
1.158189091,30.3607,2384.6531816188512
4.205536,77.0468,2209.5028769398796
1.8519688,61.7294,2263.0590519900775
3.105911111,28.5857,1843.06815396966
3.937785366,35.1247,1929.795913113192
3.768225067,35.1247,1929.795913113192
5.239635744,49.3448,1861.0510228436376
3.7792,28.8216,1942.8931945007585
2.609725926,68.4633,1999.6090233034736
4.188910112,128.072,1972.4169296528617
4.792315862,64.1234,1947.540551568039
4.572,9.8727,1740.5948529370105
4.6101,55.7086,1864.1170205557664
2.5918,94.2346,2018.8859620347616
3.172771111,6.7908,1933.438759838814
0.61,7.2988,1855.6830597904852
4.058147416,41.3129,1852.5154946274672
2.420172308,21.7539,1946.018253346379
0.91,0,1948.4027445932068
3.03,33.2023,1938.5177498496732
3.239904189,33.2023,1938.5177498496732
2.825,4.3694,1941.7743236315616
2.948106667,3.1314,1972.5525215593236
2.076428571,33.7578,1946.93838759896
0.96,8.5871,1858.945028254404
2.878559459,36.7086,1870.424741648022
0.91,0,2012.0743207052824
0.522945161,22.616,2400.497538971918
0.612380658,41.5027,2507.8623090327437
0.888031333,27.5183,2416.210586029688
0.66602,35.6086,2212.49609985233
0.479175789,35.9402,2467.789528423883
1.061242409,49.6077,2175.728033868928
1.952318857,46.4028,2355.476915078089
1.414248763,34.6453,2259.6471123731226
3.74181858,91.891,2259.3294978698636
3.755335229,65.1498,2320.631951508843
3.80675392,52.3481,2247.854273293753
3.862976895,79.7803,2292.133845565791
2.319991258,68.3543,2266.019191152617
2.218226036,87.0372,2340.7653550160426
2.897784615,56.9242,2349.3820994919756
2.932885854,25.9675,2322.5421185631258
2.298534347,39.8062,2251.981920137342
0.98298,27.6919,2269.811074638662
0.530352,24.0711,2384.975287549946
3.309527053,0,1782.5758936383193
1.7272,0,1767.888519174749
1.759186885,37.0853,1828.9200459733615
2.762704033,0,1813.6565768261637
1.3073104,30.4496,2527.504350484356
1.276628955,68.9313,2514.990900038356
1.787206184,67.703,2481.0268399055917
1.237417971,88.5751,2548.0439616998415
2.313318222,83.7379,2437.026118400184
1.614943182,48.5647,2529.991351861141
1.7952689,49.4781,2353.4240190068635
1.106397473,56.1054,2563.7672172513116
0.635248,13.9711,2395.3380476700468
3.092527138,38.9627,1904.676300958211
3.497297297,48.015,1941.5001135259447
0.924678571,29.1729,2460.11646474286
1.24409581,39.5563,2412.4449019526182
2.691745653,39.1464,2340.8784604410052
1.717722105,17.4219,2396.1449978435717
2.372684007,36.2851,2331.194998703339
0.764509613,35.443600000000004,2437.722520521469
2.478166667,33.1617,2272.3885728393875
4.245685358,55.1627,2355.1121014500686
3.446957241,69.1301,2099.2736408431724
0.859166667,51.233,2151.160286593357
1.635155556,19.4871,2114.4771485781507
1.558461538,10.7289,1976.2231096826165
4.776182192,47.5787,2099.5509463795756
4.508631356,42.2559,2082.700602668756
2.805257644,62.5897,2125.776818249364
3.622018529,49.478,2161.366720805365
4.001053755,40.1805,2127.745170659537
0.608394955,31.9657,2449.068475518901
1.205816,19.6368,2330.0813569422057
1.480900046,40.5543,2433.8332670444925
1.97898087,53.8102,2147.3677586454564
3.840104497,40.2453,2020.056555984548
2.011050431,41.6569,1998.9746539857929
2.017871549,56.0003,2112.4906031040377
3.909215145,55.873,2004.6950564319584
3.753651612,27.024,1988.6514222378885
5.117642353,25.8161,1983.469239280873
3.536935535,59.7291,2027.8189794543428
5.780635016,47.3939,2100.2208370444105
3.480729867,44.4474,1993.65562315845
3.981916522,31.7553,2097.0186345775887
2.204148546,27.5452,2079.9709418115717
6.205624896,32.2192,1988.9593415659865
6.676301156,35.6761,1981.0674288883115
3.513416918,32.0405,2034.5214825471785
2.86512,44.4474,1993.65562315845
2.851681712,30.9364,1969.1569021148696
4.105107076,35.4491,2004.458631583503
4.974238992,34.2435,2001.9216651559911
5.075180135,35.2293,2010.9813666272992
4.28554742,28.9729,2016.3080591186497
5.079912681,51.9574,1930.7319350768937
3.16920375,29.4997,2094.1805395166148
3.15,25.0936,2058.6407079902115
4.293231034,40.2743,2014.3128051596052
5.735125412,34.0585,1992.55484981497
1.976865455,26.3014,2089.6808236241855
3.31378406,65.2463,2044.0255327815453
1.421428571,24.014,2155.3165653205265
2.39050416,42.174,2125.9533644237595
3.197126667,36.901,2126.035682534038
3.42765977,59.0366,1868.77784643336
3.132495738,41.7292,1995.769896461995
2.595694864,51.6239,2019.9624051098945
4.370063079,54.5075,2000.544763593088
3.750885167,54.5075,2000.544763593088
3.586146963,50.7404,2159.723700204834
2.453629091,54.1411,2107.761328403213
3.218995556,43.6683,2140.197223113454
3.358389167,40.3624,2053.342693490799
3.872203999,54.5075,2025.0380749321132
1.65656,14.4212,2180.064580737346
3.543620901,38.3779,2090.4147041507017
3.038622857,43.0403,1957.7445985210252
1.373084,13.0995,2255.709845443517
5.90242268,23.6048,2018.3832852300404
2.836363636,39.522,2076.6762964987174
4.411078259,62.6014,1874.6782789607505
3.193642554,95.3389,1844.7010574472104
1.119950374,72.6859,2223.2338765393984
1.065306409,32.746,2221.67813386102
2.971349792,37.534,1976.9811003825855
2.869531341,53.8255,2178.8440223868106
3.770220354,71.178,2094.793063421125
1.50344411,34.3127,2310.328590086563
2.393301245,23.7331,2149.8431683281965
1.497417492,51.2577,2175.5446806038085
2.902281501,73.0834,2165.016839409809
3.154992868,18.0044,2210.299977247657
0.581468485,8.2124,2277.4894369752305
2.010295533,140.4056,2446.3043967059234
1.620207402,69.9818,2489.253259337415
1.374132653,73.4949,2602.3816494636035
2.126621639,77.2807,2488.831180575176
2.384916201,94.8291,2558.722547757357
3.153934872,104.7023,2439.4520559655507
1.92020973,124.5107,2595.1677545824286
2.342758621,133.4108,2308.7954715896026
2.790909091,59.5418,2411.2901856987983
2.67641519,99.5063,2505.8545717121847
2.015166045,88.5351,2463.6531262111625
2.258035189,127.258,2426.072721193545
2.541080272,76.2798,2384.418949335851
1.723939394,53.7737,2496.6758390280465
1.7272,89.8342,2474.060233564903
3.168385215,67.6812,2408.961356135409
1.1176,72.6197,2563.3935540793573
2.366608125,112.2431,2526.686877459253
3.436627517,102.9454,2341.561874637904
0.855167312,79.6483,2522.752470553959
0.699489412,79.6483,2366.7361352059384
0.865005755,44.5706,2410.1129582189396
1.500496886,29.5844,2446.486663378125
1.126929388,35.8611,2533.7088321228807
1.207806486,50.3438,2523.061028983868
0.848666667,10.1321,2484.9599431443885
1.121986,51.2453,2529.6268696484926
1.088043192,46.6683,2479.760189595537
1.409765113,31.6218,2491.0971413891784
5.924982534,32.1603,1633.3709772941406
2.9508,0,1813.6565768261637
1.7272,2.7606,1788.8663469343874
2.740208,0,1823.983977099809
1.530096,41.919,1747.7118861974316
2.77368,32.8126,1698.9333256230773
2.440792,0,1785.800511938191
4.846602398,101.6158,1710.243719640889
1.572768,17.3516,1749.3882540387922
0.70104,15.5561,1755.5770265756937
2.214110173,0,1809.1129137352352
2.533787666,7.9064,1809.1129137352352
3.114285714,39.4119,1764.4517454851416
7.12762,64.2083,1620.531320141309
1.953601905,61.9324,2516.2472152700316
2.729698473,93.0776,2488.795431069513
1.247815916,41.2879,2572.223091660525
1.325889039,93.2801,2428.632623734293
0.704748603,32.4735,2694.5598708278803
1.539803687,43.8676,2437.37550392329
0.771435176,62.7059,2441.216007648381
0.878836842,74.6211,2387.6748320643
3.109710029,82.5471,2249.805696545058
3.640015453,108.5129,2249.805696545058
0.797677122,52.4309,2351.414470694938
1.261177994,42.1856,2374.898045691291
2.877812766,33.9525,2299.812694269082
2.437601058,28.7857,2344.6078846922715
2.737209937,26.0638,2303.8120459871375
2.237557391,38.189,2296.804938115866
1.621288066,51.0528,2307.021546510034
2.057823622,70.0172,2276.1357697357616
0.726117231,40.748,2276.1357697357616
0.775563806,34.9456,2276.1357697357616
0.775023333,19.313,2276.1357697357616
1.550211185,37.9989,2276.1357697357616
0.705500787,41.4524,2276.1357697357616
5.057482529,39.1103,2241.0184812337707
2.841351565,75.9646,2256.457845202359
3.336931633,126.7983,2246.484849019523
1.64592,37.8092,2276.1357697357616
1.68855,53.9042,2276.1357697357616
1.192044414,38.7068,2276.1357697357616
2.577018367,18.0155,2263.151178433511
1.745252932,30.2333,2324.8914728514674
2.912301832,29.7533,2260.471633241812
1.524,84.3502,2466.099609254187
0.669253509,25.0092,2320.927949932433
5.13521703,32.6291,2134.1006189418213
2.21276,18.6865,2237.1457400041772
1.8288,41.5373,2159.66011273665
2.969630047,37.4059,2186.914481838051
1.30048,58.2482,2182.1789329513267
1.358947368,16.2764,2199.7802204825653
1.575887536,19.9471,2188.4684069480986
1.426077333,22.6346,2236.551950838872
1.190263158,63.6795,2246.8600812870536
2.118205128,31.6113,2193.9366530055736
2.467977136,52.3506,2124.473132449872
1.979015658,33.1724,1917.383895120104
1.036931741,20.9465,2108.5670638028423
1.90334624,30.751,2455.0189018649085
1.472353788,64.2588,2467.444164637743
1.068771454,89.9575,2377.008012498087
2.215771028,36.4059,2357.488329351035
2.869474286,34.6842,2357.1375375666066
1.449103059,52.3382,2341.2153787757834
1.755896,58.4578,2360.2445141443877
1.281219512,47.1224,2489.35967472878
1.280818713,88.2212,2570.0479524069874
2.567966935,136.3289,2408.0384337235564
0.686613725,86.9062,2612.351884745921
3.281483695,55.8802,2406.0597880565656
3.111447488,62.1781,2406.0597880565656
4.3383504,49.5797,2346.9668341630822
4.36774,49.391,2346.774259674381
2.342948718,94.3549,2463.2577240270048
2.54657277,64.2225,2381.0704702202715
2.94459364,63.41,2227.731427087767
1.759383026,108.9763,2279.7885085358084
1.670827015,100.4841,2447.45588138925
3.863733183,123.0549,2325.7194793549406
0.794166667,46.6992,2402.561688111384
1.881771429,52.8047,2391.488651623956
1.2192,162.4971,2471.7525597504864
3.680685714,147.7769,2365.265701244778
5.300371429,27.5472,2287.2294872577017
1.688359355,35.6012,2424.057371229709
1.283333333,17.3691,2436.792778012773
2.091133333,40.236,2443.393597017056
2.3876,93.3329,2373.870431666396
4.279303623,22.2808,2351.5896611255216
1.2192,55.4047,2393.580288213391
1.005963889,90.8301,2488.8443935645782
1.033155963,38.4901,2457.609198925437
1.678093333,31.6255,2338.83636499934
0.9906,31.6255,2338.83636499934
2.29630339,86.2246,2355.843707215054
1.74554,39.647,2341.662986029159
4.4196,28.4431,2416.456329821925
3.401868063,42.4546,2250.9331572177684
2.026778351,42.4546,2250.9331572177684
1.393406897,49.5692,2359.403598318303
2.5689768,22.4853,2326.967569072223
1.246065882,59.9248,2380.843732038716
1.554487167,28.2537,2382.1512644863537
1.336613091,72.4792,2310.041505686077
0.824904706,34.5867,2514.4093327258593
1.250472727,33.8989,2496.094801214884
1.615491654,80.1355,2459.226140986468
1.935138137,34.4344,2418.7221546933683
2.059700699,26.973,2390.841410606659
1.631305691,46.5788,2386.682729448356
2.371124731,36.6185,2368.4359140920815
1.268472394,30.9686,2463.819272121256
1.542212912,30.9686,2463.819272121256
3.137513311,43.3619,2234.4120030651293
2.662142857,16.4028,2315.118968210458
2.923392453,46.632,2173.5272284619305
2.673425688,64.1911,2326.735352014959
1.3716,40.7474,2307.4069406108024
1.385613675,23.5266,2410.2610108757603
5.607286355,51.8816,2242.6249799357947
1.71440995,38.0776,2320.7605219161505
2.489380117,36.697,2316.7246939210095
2.65544,42.4865,2339.046462603213
5.37935631,51.8816,2242.6249799357947
