EWMSTATUS,avg_secchi,roaddensity_density_mperha,MIROC5.avg.ann.gdd
1,2.575627976,29.2657,1952.6469476340817
1,2.66085913,22.3999,1990.01951927901
1,2.542670505,77.877,1983.9824644236332
1,1.625412903,77.0026,2047.198989383107
1,1.483132222,38.0517,2096.9562101073084
1,0.656095041,24.8976,2029.1522831399384
1,1.13098961,25.3988,2141.8782003332485
1,0.502546584,83.5571,2140.823165152457
1,0.952101064,134.1676,2115.695388560655
1,3.132666667,42.0876,1678.1168220346633
1,3.907021424,42.9057,1665.3289167202918
0,3.323991379,15.8709,1595.9064437827333
1,4.401081928,58.7442,1596.6087628762784
1,2.322061538,16.4794,1478.9140446257334
1,2.810240606,31.4444,1606.9365237115733
0,2.835809855,42.549,1736.30485592508
0,2.8967875,40.768,1736.30485592508
0,2.534444444,24.583,1736.30485592508
0,1.585073289,53.7987,1736.30485592508
0,4.217837073,42.4185,1577.205439905565
0,5.683223621,60.5099,1482.5943733465033
0,4.547634286,36.0916,1492.6633428725168
0,3.913847574,45.0482,1533.872136141037
1,1.29032,69.7822,1896.9774437798949
1,1.617435219,65.8926,1865.7323251058367
1,2.58152,94.29,1896.9774437798949
1,2.727339592,85.0612,1891.0331552794432
1,1.34112,59.167,1976.5767919559685
1,1.676807066,47.079,1901.315412680445
0,1.674672131,51.8488,1897.1088939874085
1,3.227443721,54.7363,1783.565841504873
1,1.71704,29.7304,1905.5615491241515
0,3.137236364,5.3236,1603.4589977653734
0,3.076571969,101.1057,1510.28912968889
0,3.0108,10.6668,1114.1503398287732
0,4.753024533,19.954,1156.6258673664015
0,2.70824,9.6534,1197.6851422421
0,5.438945455,0.156,1110.080420379705
0,4.588785172,14.9628,1117.3668225311417
0,4.181933333,0.1571,1167.2736576214063
0,3.01294363,44.0453,1279.272150701885
0,5.617156522,22.0089,1238.8604651672051
0,4.773283761,18.2754,1154.1075329627731
1,4.390224726,58.6131,1600.0378237884815
1,3.76381106,32.691,1660.6914411482317
1,4.9276,44.3127,1669.6005316967369
1,4.322330435,32.323,1669.6005316967369
1,3.815045685,42.1416,1669.6005316967369
0,4.58411866,119.9252,1694.6219470968367
1,2.19342385,44.2378,1743.3042064354083
0,3.118538182,33.311,1752.2612434894968
0,3.60024,15.3924,1745.9141446350866
0,2.282021333,86.2031,1785.4065329332734
1,1.724035714,25.7684,1746.2153389307932
1,1.592363842,49.2235,1756.3693433397
1,5.241206504,42.2696,1634.31387290617
1,3.342362483,31.4841,1727.5825868463817
1,2.883679918,24.1841,1744.51027392607
1,3.243943662,29.0417,1499.6962694241668
0,2.830850413,30.2771,1635.8375797283766
0,4.353151648,54.4162,1635.8375797283766
0,2.651096154,54.5322,1635.8375797283766
0,4.303095502,61.3463,1655.113048822945
0,5.198569281,62.903,1629.48762469672
0,3.298685712,30.7926,1635.8375797283766
0,4.303714286,45.3602,1635.8375797283766
0,4.013248,63.5738,1635.8375797283766
0,4.341953271,47.6807,1635.8375797283766
0,4.2164,87.4742,1687.97447460385
1,5.44638033,40.3373,1694.0058042302535
0,3.917602469,32.2135,1635.8375797283766
0,3.668894382,37.9752,1635.8375797283766
0,4.320764835,40.1336,1635.8375797283766
1,4.896706667,42.9196,1676.5681315956267
0,2.241877778,11.459,1635.8375797283766
0,4.354277229,57.0502,1591.2079878198433
0,3.27244882,83.3935,1731.6641135562816
0,2.896766026,52.2278,1747.2378648623317
0,4.541807746,59.5022,1780.2710199577734
0,3.858911184,36.4583,1692.6219213496734
0,4.492374026,38.4153,1635.8375797283766
1,3.421818993,97.1958,1700.5420624888018
0,2.942133333,39.6857,1746.09750954873
0,2.8652,45.3259,1736.30485592508
0,2.3918,80.9011,1736.30485592508
0,3.905236379,63.0523,1692.6219213496734
0,2.312960677,41.0234,1769.8383671887716
0,6.97992,28.5816,1714.6281966927816
0,9.0678,28.5816,1606.195536163915
0,10.88,28.5816,1635.08468396523
1,10.88,28.5816,1606.195536163915
0,10.88,28.5816,1606.195536163915
0,11.7348,18.6657,1797.7667646368168
0,0.6248,66.9898,2045.25752056767
0,0.31,73.1826,2271.93773054642
0,0.7619836,34.0797,1932.722671181947
1,0.918167203,85.5335,2163.529253452845
1,1.146863469,77.6221,2089.4001686830516
1,2.7432,63.816,2048.616163077213
1,1.98214527,92.6389,1949.029179660425
1,2.571705112,44.2011,1947.5348020028516
1,1.955112195,104.1512,2079.6710940436665
1,1.66660098,76.7696,2097.061429268518
1,3.679050794,37.3234,2032.0537510147865
1,1.391927737,90.806,2128.015214485634
1,1.874242424,9.7142,2068.649057339685
1,2.439264706,19.0464,2074.253619089638
1,1.840947778,49.6204,2087.47519028792
1,3.467823529,85.1868,2007.142850562867
0,3.374182564,48.1773,1721.8016929554733
0,3.302962543,71.9184,1656.99300296365
1,3.321019827,62.5461,1762.2035511823217
0,1.759939003,29.4784,1794.946642752967
1,3.545205446,67.0541,1655.1602270022784
1,4.240989029,49.6396,1652.4292869183216
0,2.582881146,35.9657,1706.582110014395
0,3.396240908,35.2551,1727.4149014737434
0,3.723580926,69.4655,1655.886901528865
0,3.778726025,33.0531,1633.13892053253
0,2.791264723,30.0683,1684.14843713221
0,1.856152809,21.1085,1694.527167632495
0,2.153136207,33.1861,1719.315247633145
0,2.401,37.9007,1655.886901528865
0,2.716216667,47.6689,1745.8331963731666
0,3.137430894,22.5438,1744.24867851824
0,3.720473529,27.8395,1526.75220000957
0,3.218243284,37.7545,1695.69947427241
0,4.019021538,61.5905,1725.0172653390234
0,3.636026087,35.6676,1526.75220000957
0,4.1148,60.3518,1707.0478771781534
0,3.548489552,38.4945,1652.817431470585
0,2.529,17.2394,1643.1731514307617
0,4.079306803,40.1846,1652.6508902307332
1,2.418737778,16.0701,1725.4494024087485
0,2.078150289,30.4775,1779.2862161927385
0,2.7432,40.4136,1742.1167595381316
0,3.723582873,26.5723,1714.13431850429
0,3.083651429,30.7304,1767.4188687924516
0,2.53524631,34.2202,1636.0340225342666
1,2.1209,17.9185,1791.4718419095416
0,1.34112,18.7338,1636.0340225342666
0,2.493869307,12.5466,1742.3523184144017
0,2.271500559,22.8944,1720.44281366018
0,2.619888344,25.7729,1747.99849188412
1,1.793965714,24.4087,1768.14247972575
0,1.627824,23.5652,1767.3733929990017
1,1.068496063,38.495,2122.856594853855
0,1.991696744,38.6108,1749.83866607445
0,1.59532,52.1829,1770.69790309623
0,1.124089712,32.0378,1753.45645564413
1,1.63068,53.1972,1972.9003161190117
1,0.971640764,127.3471,2136.3210986552135
1,3.357442975,130.0251,2029.78091596467
1,1.475342122,94.7058,2086.843563485383
1,1.316197023,126.6005,2117.2512701362452
1,0.431818182,118.2152,2254.731422477425
1,3.894768047,110.5677,2006.1608919005716
1,2.136626812,89.2272,2035.270980185465
1,2.385199375,133.9321,2062.3525252362783
1,1.68919,129.0236,2103.7875416257616
1,1.5494,99.9197,2138.4370161567667
1,3.035027778,60.0751,2017.7447866146767
1,2.112583333,59.3242,2027.7501748368
1,1.708861489,120.0002,2088.1965814483483
1,5.115182524,104.7277,2079.4275377705235
1,0.83356175,64.0861,2169.4780098594665
1,1.64,70.0713,2117.909559642711
1,1.528961814,88.0577,2091.344713615325
1,2.160246154,100.1694,2073.4763803556634
1,1.794937626,90.5821,2055.6958880152365
1,2.7703374099999998,94.9614,1982.1862753405285
1,1.996732921,84.6445,2026.8781036612231
1,1.193841667,31.8155,2061.3241544542666
1,2.827128125,97.2299,1945.346580807625
1,1.629018901,95.5601,2046.1057492790069
1,2.8738576,82.026,2101.17743308679
1,3.488418079,62.8254,1983.4516269256933
1,3.556056338,60.6226,1983.4516269256933
1,3.756381579,92.5015,1983.4516269256933
1,5.84948878,73.3938,1926.4617197776383
1,1.151054217,35.1995,2130.806684001155
1,1.4,110.2328,2177.07468627579
1,1.227880588,81.9259,2078.689162466945
1,1.810116312,28.3148,1976.0227386538031
1,3.81,24.5026,1939.5458771259632
1,1.300968302,58.0708,2021.3115610648233
1,0.788846154,107.1762,2085.6406274312585
1,1.0287,14.8031,2078.861082835205
1,0.47754386,33.2341,2172.662346440002
1,0.816864,34.6677,2001.63151217611
1,1.542739044,34.6677,2001.63151217611
1,1.297797101,34.6677,2001.63151217611
1,1.729205602,31.6293,2030.8249803292051
1,1.528571429,81.196,2070.7554050399585
0,3.522683721,64.0984,1512.5071984477718
0,3.82049313,58.0623,1490.5120180547167
0,1.528887066,51.9494,1635.522954932453
0,2.360611765,33.3566,1635.522954932453
0,2.315985,37.9653,1635.522954932453
0,1.343525874,11.8574,1648.3273090524317
0,2.614439024,52.4331,1688.551178890115
0,4.600266222,39.5883,1441.097003137775
0,2.05166875,33.1724,1531.0447958557734
0,3.074604975,55.9394,1581.895891939045
1,4.66787234,28.4016,1545.6651335435618
0,3.175925926,53.3747,1555.95298671652
1,1.643534239,51.6175,1825.0950365350832
1,1.7543003129999999,75.0919,1726.8305836102684
1,0.650674965,70.9308,2013.8363804258784
1,1.158189091,30.3607,1959.037142367405
1,4.205536,77.0468,1789.7249966564066
1,1.8519688,61.7294,1845.765266729725
0,3.105911111,28.5857,1482.5709793477083
1,3.937785366,35.1247,1554.5702412557716
1,3.768225067,35.1247,1554.5702412557716
0,5.239635744,49.3448,1486.7393891732718
0,3.7792,28.8216,1565.50605795637
1,2.609725926,68.4633,1615.1704207089117
1,4.188910112,128.072,1584.1928925824982
1,4.792315862,64.1234,1561.0172506594884
1,4.572,9.8727,1372.87805550897
0,4.6101,55.7086,1488.2416961514466
0,2.5918,94.2346,1637.2306678804982
0,3.172771111,6.7908,1556.096680703005
0,0.61,7.2988,1478.0534211984384
0,4.058147416,41.3129,1472.995797860087
0,2.420172308,21.7539,1564.8193394131133
0,0.91,0,1576.7835153140634
0,3.03,33.2023,1554.4848144373784
0,3.239904189,33.2023,1554.4848144373784
0,2.825,4.3694,1555.0874155789566
0,2.948106667,3.1314,1591.3823357046033
0,2.076428571,33.7578,1565.92916192025
0,0.96,8.5871,1488.3957904711883
0,2.878559459,36.7086,1495.244456270207
0,0.91,0,1635.4552903912231
0,0.522945161,22.616,1952.7970042475167
0,0.612380658,41.5027,2073.4894982091582
0,0.888031333,27.5183,1972.9601247321984
0,0.66602,35.6086,1778.0115023154983
0,0.479175789,35.9402,2025.962263140165
1,1.061242409,49.6077,1771.2373701962931
0,1.952318857,46.4028,1918.9369934914769
1,1.414248763,34.6453,1834.76234474864
1,3.74181858,91.891,1826.7501652647663
1,3.755335229,65.1498,1886.4191208300117
1,3.80675392,52.3481,1814.587924401803
0,3.862976895,79.7803,1860.8211266743615
0,2.319991258,68.3543,1834.57059909294
0,2.218226036,87.0372,1917.9516152363617
1,2.897784615,56.9242,1918.6105264469363
1,2.932885854,25.9675,1889.3179374071267
1,2.298534347,39.8062,1823.5859950618517
1,0.98298,27.6919,1840.0617744416816
0,0.530352,24.0711,1941.778607750505
0,3.309527053,0,1426.549936837195
0,1.7272,0,1406.2338098198484
0,1.759186885,37.0853,1472.08243462376
0,2.762704033,0,1452.7705707915884
0,1.3073104,30.4496,2073.0052023625817
1,1.276628955,68.9313,2068.33503491859
1,1.787206184,67.703,2024.9213264655864
1,1.237417971,88.5751,2088.422714173577
1,2.313318222,83.7379,1983.6374941994668
1,1.614943182,48.5647,2076.4201248204936
1,1.7952689,49.4781,1898.2840813392816
1,1.106397473,56.1054,2107.872693573752
1,0.635248,13.9711,1973.10745592292
0,3.092527138,38.9627,1510.95797752663
0,3.497297297,48.015,1543.9383219379515
1,0.924678571,29.1729,2033.469180011327
1,1.24409581,39.5563,1983.9360970402483
1,2.691745653,39.1464,1905.1379018415585
1,1.717722105,17.4219,1965.2409642195369
1,2.372684007,36.2851,1898.79956877088
1,0.764509613,35.443600000000004,1998.7277875785785
1,2.478166667,33.1617,1839.23424773102
1,4.245685358,55.1627,1922.7148787293663
1,3.446957241,69.1301,1684.0044481157863
0,0.859166667,51.233,1745.782340826035
0,1.635155556,19.4871,1709.9671407691349
0,1.558461538,10.7289,1577.0218844980234
1,4.776182192,47.5787,1686.5419459812683
1,4.508631356,42.2559,1677.0493310449333
1,2.805257644,62.5897,1716.9102594159767
0,3.622018529,49.478,1747.5301218161633
1,4.001053755,40.1805,1713.22695725718
0,0.608394955,31.9657,2015.554731581225
0,1.205816,19.6368,1877.7987705721816
0,1.480900046,40.5543,1986.3127268999915
0,1.97898087,53.8102,1746.1021346581967
0,3.840104497,40.2453,1619.5999729649034
0,2.011050431,41.6569,1600.9969632963916
0,2.017871549,56.0003,1712.3828023889969
0,3.909215145,55.873,1602.7128359024016
0,3.753651612,27.024,1591.9979405825384
0,5.117642353,25.8161,1581.7181003155451
0,3.536935535,59.7291,1625.1013453870733
0,5.780635016,47.3939,1693.45805873123
0,3.480729867,44.4474,1593.2897859171285
0,3.981916522,31.7553,1690.97037110701
0,2.204148546,27.5452,1674.472135443845
0,6.205624896,32.2192,1585.49135692712
0,6.676301156,35.6761,1579.0690510606585
0,3.513416918,32.0405,1631.9248348283818
0,2.86512,44.4474,1593.2897859171285
0,2.851681712,30.9364,1571.273527960485
0,4.105107076,35.4491,1599.2839385289883
0,4.974238992,34.2435,1605.297016539423
0,5.075180135,35.2293,1613.3847713658267
0,4.28554742,28.9729,1621.0860817263551
0,5.079912681,51.9574,1534.40496306789
0,3.16920375,29.4997,1694.4110185499933
0,3.15,25.0936,1657.1350755018766
0,4.293231034,40.2743,1617.5110868893737
0,5.735125412,34.0585,1592.6894871955417
0,1.976865455,26.3014,1688.7254394819183
0,3.31378406,65.2463,1642.64921387594
0,1.421428571,24.014,1756.67049140966
0,2.39050416,42.174,1720.2804855925283
0,3.197126667,36.901,1720.8301082249318
0,3.42765977,59.0366,1473.3147548007782
0,3.132495738,41.7292,1594.7825123403668
0,2.595694864,51.6239,1625.76181633184
0,4.370063079,54.5075,1601.4627612192533
0,3.750885167,54.5075,1601.4627612192533
0,3.586146963,50.7404,1755.31048181799
0,2.453629091,54.1411,1701.194798673325
0,3.218995556,43.6683,1726.3548757312017
0,3.358389167,40.3624,1647.790686482777
0,3.872203999,54.5075,1625.0373072630766
0,1.65656,14.4212,1774.45212004675
0,3.543620901,38.3779,1687.16632066583
0,3.038622857,43.0403,1563.110880950013
0,1.373084,13.0995,1851.162984656185
0,5.90242268,23.6048,1611.1035110430832
0,2.836363636,39.522,1670.4791560952233
1,4.411078259,62.6014,1485.3795752778583
1,3.193642554,95.3389,1463.02308916533
1,1.119950374,72.6859,1812.84668150227
1,1.065306409,32.746,1813.146439614393
1,2.971349792,37.534,1577.701167178894
1,2.869531341,53.8255,1759.1994464947534
0,3.770220354,71.178,1690.7167002522267
1,1.50344411,34.3127,1892.9129718242064
0,2.393301245,23.7331,1748.6179236520416
0,1.497417492,51.2577,1769.1746558388718
1,2.902281501,73.0834,1759.25673024515
0,3.154992868,18.0044,1795.0726930687133
1,0.581468485,8.2124,1860.4081815208883
1,2.010295533,140.4056,2000.29126111051
1,1.620207402,69.9818,2049.535879132347
1,1.374132653,73.4949,2149.9708782154385
1,2.126621639,77.2807,2035.74399012284
1,2.384916201,94.8291,2112.3196568839585
1,3.153934872,104.7023,1991.36890270179
1,1.92020973,124.5107,2138.4759238493034
1,2.342758621,133.4108,1876.3233555331867
1,2.790909091,59.5418,1972.699664928525
1,2.67641519,99.5063,2052.2201848837285
1,2.015166045,88.5351,2015.4506467060517
1,2.258035189,127.258,1977.9180213495083
1,2.541080272,76.2798,1949.186576702635
0,1.723939394,53.7737,2051.2563947608883
1,1.7272,89.8342,2033.8437224330685
1,3.168385215,67.6812,1969.64326217877
1,1.1176,72.6197,2119.7514005201715
1,2.366608125,112.2431,2073.3598155971986
1,3.436627517,102.9454,1893.99024466088
0,0.855167312,79.6483,2079.3677596154366
0,0.699489412,79.6483,1919.3528657407417
1,0.865005755,44.5706,1966.6782774156084
1,1.500496886,29.5844,1999.2860847396885
1,1.126929388,35.8611,2076.721377933175
1,1.207806486,50.3438,2067.1660124554783
0,0.848666667,10.1321,2037.9438690841537
1,1.121986,51.2453,2073.1162348036014
1,1.088043192,46.6683,2024.5874004073169
1,1.409765113,31.6218,2034.6245228820917
0,5.924982534,32.1603,1271.4465255916866
0,2.9508,0,1452.7705707915884
0,1.7272,2.7606,1431.212422713855
0,2.740208,0,1453.23115910951
0,1.530096,41.919,1388.319076982455
0,2.77368,32.8126,1349.273616743635
0,2.440792,0,1433.8171890131384
0,4.846602398,101.6158,1349.3187200005466
0,1.572768,17.3516,1389.4273056842485
0,0.70104,15.5561,1393.3073201450816
0,2.214110173,0,1450.7719684881167
0,2.533787666,7.9064,1450.7719684881167
1,3.114285714,39.4119,1407.42255691177
1,7.12762,64.2083,1270.9010213276083
1,1.953601905,61.9324,2061.502739241772
1,2.729698473,93.0776,2047.901391416735
1,1.247815916,41.2879,2125.630810153635
1,1.325889039,93.2801,1982.3076104266615
1,0.704748603,32.4735,2235.9206239499
1,1.539803687,43.8676,1987.3349588991568
1,0.771435176,62.7059,2013.0323531612917
1,0.878836842,74.6211,1959.539798903263
1,3.109710029,82.5471,1822.97884238479
1,3.640015453,108.5129,1822.97884238479
1,0.797677122,52.4309,1926.53088656557
1,1.261177994,42.1856,1950.9823373268016
1,2.877812766,33.9525,1867.84789676061
1,2.437601058,28.7857,1913.762879450065
0,2.737209937,26.0638,1869.0910740914585
0,2.237557391,38.189,1867.1180422859184
0,1.621288066,51.0528,1877.19472265185
0,2.057823622,70.0172,1845.1756287596131
0,0.726117231,40.748,1845.1756287596131
0,0.775563806,34.9456,1845.1756287596131
0,0.775023333,19.313,1845.1756287596131
0,1.550211185,37.9989,1845.1756287596131
0,0.705500787,41.4524,1845.1756287596131
0,5.057482529,39.1103,1809.0078325559084
1,2.841351565,75.9646,1824.41319082966
1,3.336931633,126.7983,1820.559723531275
0,1.64592,37.8092,1845.1756287596131
0,1.68855,53.9042,1845.1756287596131
0,1.192044414,38.7068,1845.1756287596131
1,2.577018367,18.0155,1841.1626038925515
0,1.745252932,30.2333,1889.0016042349837
1,2.912301832,29.7533,1830.3692335665817
0,1.524,84.3502,2027.973582389495
0,0.669253509,25.0092,1912.100935617795
0,5.13521703,32.6291,1714.2990953205383
1,2.21276,18.6865,1814.75682963189
0,1.8288,41.5373,1743.1079244464468
1,2.969630047,37.4059,1763.0914440480133
1,1.30048,58.2482,1780.3503797464166
0,1.358947368,16.2764,1792.4455732635683
0,1.575887536,19.9471,1778.6752841468067
0,1.426077333,22.6346,1827.0416354693316
0,1.190263158,63.6795,1853.0596712921183
0,2.118205128,31.6113,1786.2196995830284
0,2.467977136,52.3506,1717.510792915915
0,1.979015658,33.1724,1531.0447958557734
0,1.036931741,20.9465,1712.12118852501
1,1.90334624,30.751,2000.27178787936
1,1.472353788,64.2588,2025.39986688734
1,1.068771454,89.9575,1950.0738663196785
1,2.215771028,36.4059,1931.9126019319183
1,2.869474286,34.6842,1932.3164579966133
1,1.449103059,52.3382,1919.57387047131
1,1.755896,58.4578,1936.3320560413867
1,1.281219512,47.1224,2060.3150890536267
1,1.280818713,88.2212,2120.71361472271
1,2.567966935,136.3289,1969.068075564372
1,0.686613725,86.9062,2172.633022851825
1,3.281483695,55.8802,1979.498499413168
1,3.111447488,62.1781,1979.498499413168
1,4.3383504,49.5797,1912.8923357181584
1,4.36774,49.391,1914.8988589815317
1,2.342948718,94.3549,2024.2694922196167
1,2.54657277,64.2225,1953.688965715465
1,2.94459364,63.41,1811.4723047360717
1,1.759383026,108.9763,1865.0286022521968
1,1.670827015,100.4841,2008.5638478134551
1,3.863733183,123.0549,1888.988276712485
1,0.794166667,46.6992,1966.7630256527916
1,1.881771429,52.8047,1968.728910474783
1,1.2192,162.4971,2008.301006335615
1,3.680685714,147.7769,1906.6155378941585
1,5.300371429,27.5472,1850.6194525741785
1,1.688359355,35.6012,1995.470928801407
1,1.283333333,17.3691,2010.1281064238751
1,2.091133333,40.236,2005.6868070737685
1,2.3876,93.3329,1938.53657263349
1,4.279303623,22.2808,1914.2322937812285
1,1.2192,55.4047,1959.8087429183363
1,1.005963889,90.8301,2053.3524459702217
1,1.033155963,38.4901,2032.4067830732683
1,1.678093333,31.6255,1910.532663043635
1,0.9906,31.6255,1910.532663043635
1,2.29630339,86.2246,1932.4549618539816
1,1.74554,39.647,1914.9999668179696
1,4.4196,28.4431,1981.991142158615
0,3.401868063,42.4546,1824.0413097081516
0,2.026778351,42.4546,1824.0413097081516
1,1.393406897,49.5692,1933.0070993651864
1,2.5689768,22.4853,1900.29181831208
1,1.246065882,59.9248,1946.286560707292
1,1.554487167,28.2537,1953.0556828837337
1,1.336613091,72.4792,1876.4175722802584
1,0.824904706,34.5867,2078.9288040770334
1,1.250472727,33.8989,2066.7487192077233
1,1.615491654,80.1355,2026.7195734399716
1,1.935138137,34.4344,1987.1834944589684
1,2.059700699,26.973,1954.897755929625
1,1.631305691,46.5788,1955.0095539421068
1,2.371124731,36.6185,1933.0655933421249
1,1.268472394,30.9686,2034.99244043619
1,1.542212912,30.9686,2034.99244043619
1,3.137513311,43.3619,1810.26151360747
1,2.662142857,16.4028,1883.9224446282817
0,2.923392453,46.632,1741.2633598081134
1,2.673425688,64.1911,1898.21120425537
1,1.3716,40.7474,1873.36606000777
1,1.385613675,23.5266,1980.2637533745033
1,5.607286355,51.8816,1812.770320059907
1,1.71440995,38.0776,1889.53033937613
1,2.489380117,36.697,1884.5548750530863
1,2.65544,42.4865,1913.793108419435
1,5.37935631,51.8816,1812.770320059907
