EWMSTATUS,avg_secchi,roaddensity_density_mperha,MRI.avg.ann.gdd
0,4.541807746,59.5022,1674.4835016900815
0,3.858911184,36.4583,1589.1280801616815
0,4.492374026,38.4153,1542.6195425099318
1,3.421818993,97.1958,1586.347430987415
0,2.942133333,39.6857,1633.06893101453
0,2.8652,45.3259,1630.7365631285218
0,2.3918,80.9011,1630.7365631285218
0,3.905236379,63.0523,1589.1280801616815
0,2.312960677,41.0234,1665.1616061976702
0,6.97992,28.5816,1625.10998891604
0,9.0678,28.5816,1518.2910834474185
0,10.88,28.5816,1544.4246853223867
1,10.88,28.5816,1518.2910834474185
0,10.88,28.5816,1518.2910834474185
0,11.7348,18.6657,1707.0684578858634
0,0.6248,66.9898,1898.447353057835
0,0.31,73.1826,2123.4759845622216
0,0.7619836,34.0797,1776.3181237313083
1,0.918167203,85.5335,2010.6461434177068
1,1.146863469,77.6221,1937.5571778065985
1,2.7432,63.816,1902.3010269179383
1,1.98214527,92.6389,1802.86712639507
1,2.571705112,44.2011,1803.645698191315
1,1.955112195,104.1512,1936.0574011326617
1,1.66660098,76.7696,1954.316746490665
1,3.679050794,37.3234,1891.317783505815
1,1.391927737,90.806,1973.9863264350067
1,1.874242424,9.7142,1909.3935530470417
1,2.439264706,19.0464,1924.6864022749032
1,1.840947778,49.6204,1939.936038370185
1,3.467823529,85.1868,1862.075807981325
0,3.374182564,48.1773,1598.5139710947017
0,3.302962543,71.9184,1535.5444084340884
1,3.321019827,62.5461,1637.3720167659233
0,1.759939003,29.4784,1670.46127440364
1,3.545205446,67.0541,1534.8037011491033
1,4.240989029,49.6396,1520.2944846898818
0,2.582881146,35.9657,1579.9615154758517
0,3.396240908,35.2551,1601.2107822006333
0,3.723580926,69.4655,1532.4555349651782
0,3.778726025,33.0531,1509.957559098715
0,2.791264723,30.0683,1563.7810845241183
0,1.856152809,21.1085,1561.8709669932218
0,2.153136207,33.1861,1590.696292747775
0,2.401,37.9007,1532.4555349651782
0,2.716216667,47.6689,1622.66501650426
0,3.137430894,22.5438,1622.343780109367
0,3.720473529,27.8395,1405.38857532459
0,3.218243284,37.7545,1573.85503999748
0,4.019021538,61.5905,1601.5975221103467
0,3.636026087,35.6676,1405.38857532459
0,4.1148,60.3518,1580.812484006325
0,3.548489552,38.4945,1530.4667064984767
0,2.529,17.2394,1518.11035989049
0,4.079306803,40.1846,1534.4177101019916
1,2.418737778,16.0701,1601.6404462655717
0,2.078150289,30.4775,1656.7662611614617
0,2.7432,40.4136,1629.082258974673
0,3.723582873,26.5723,1600.4727556688767
0,3.083651429,30.7304,1647.1604398015766
0,2.53524631,34.2202,1509.84870624885
1,2.1209,17.9185,1667.4156607174234
0,1.34112,18.7338,1509.84870624885
0,2.493869307,12.5466,1619.3203276500385
0,2.271500559,22.8944,1598.1377498062468
0,2.619888344,25.7729,1625.0873781944283
1,1.793965714,24.4087,1645.9092582228534
0,1.627824,23.5652,1637.2340217238484
1,1.068496063,38.495,1976.96673920192
0,1.991696744,38.6108,1626.74089551153
0,1.59532,52.1829,1650.109144993675
0,1.124089712,32.0378,1629.5052681715033
1,1.63068,53.1972,1821.690833051485
1,0.971640764,127.3471,1985.9260826988464
1,3.357442975,130.0251,1882.9307487649437
1,1.475342122,94.7058,1943.288097020073
1,1.316197023,126.6005,1974.7819073788785
1,0.431818182,118.2152,2098.79059506912
1,3.894768047,110.5677,1860.0643203132415
1,2.136626812,89.2272,1888.1488767700216
1,2.385199375,133.9321,1912.2883596851368
1,1.68919,129.0236,1960.850299586805
1,1.5494,99.9197,1989.0461071730183
1,3.035027778,60.0751,1873.1311963577969
1,2.112583333,59.3242,1881.0461263323716
1,1.708861489,120.0002,1942.8796973071069
1,5.115182524,104.7277,1936.7606324413568
1,0.83356175,64.0861,2023.52627631391
1,1.64,70.0713,1962.8914169884051
1,1.528961814,88.0577,1944.6373101873216
1,2.160246154,100.1694,1926.6393081329336
1,1.794937626,90.5821,1912.120517725945
1,2.7703374099999998,94.9614,1836.668084324125
1,1.996732921,84.6445,1883.6664079997936
1,1.193841667,31.8155,1914.9497597522284
1,2.827128125,97.2299,1800.1685496872017
1,1.629018901,95.5601,1903.80187281628
1,2.8738576,82.026,1956.6949518691831
1,3.488418079,62.8254,1842.1351555072465
1,3.556056338,60.6226,1842.1351555072465
1,3.756381579,92.5015,1842.1351555072465
1,5.84948878,73.3938,1785.9306115956083
1,1.151054217,35.1995,1985.622633904575
1,1.4,110.2328,2025.86953942728
1,1.227880588,81.9259,1931.9238963618463
1,1.810116312,28.3148,1838.2768999204684
1,3.81,24.5026,1807.5171713416437
1,1.300968302,58.0708,1882.97705197021
1,0.788846154,107.1762,1945.3556125982968
1,1.0287,14.8031,1939.603452018812
1,0.47754386,33.2341,2026.4841815872885
1,0.816864,34.6677,1860.0507587574568
1,1.542739044,34.6677,1860.0507587574568
1,1.297797101,34.6677,1860.0507587574568
1,1.729205602,31.6293,1891.36681703837
1,1.528571429,81.196,1923.6041824130336
0,3.522683721,64.0984,1403.7846640652983
0,3.82049313,58.0623,1383.6344318861884
0,1.528887066,51.9494,1525.0832109344633
0,2.360611765,33.3566,1525.0832109344633
0,2.315985,37.9653,1525.0832109344633
0,1.343525874,11.8574,1540.181695021025
0,2.614439024,52.4331,1577.8040392119167
0,4.600266222,39.5883,1333.7567642889817
0,2.05166875,33.1724,1426.1447385248966
0,3.074604975,55.9394,1475.6847295754217
1,4.66787234,28.4016,1442.6919967112651
0,3.175925926,53.3747,1449.3150962132934
1,1.643534239,51.6175,1696.60102366148
1,1.7543003129999999,75.0919,1597.8421914902683
1,0.650674965,70.9308,1873.4094344715468
1,1.158189091,30.3607,1818.9574300678669
1,4.205536,77.0468,1670.7108663424867
1,1.8519688,61.7294,1722.1902651886185
0,3.105911111,28.5857,1381.8967212993316
1,3.937785366,35.1247,1455.2117262145466
1,3.768225067,35.1247,1455.2117262145466
0,5.239635744,49.3448,1388.9779377504733
0,3.7792,28.8216,1465.8395443737716
1,2.609725926,68.4633,1515.6626705469366
1,4.188910112,128.072,1487.2218641936984
1,4.792315862,64.1234,1458.5968768729415
1,4.572,9.8727,1281.377019804285
0,4.6101,55.7086,1375.384742637275
0,2.5918,94.2346,1533.7945568504333
0,3.172771111,6.7908,1453.00737782616
0,0.61,7.2988,1377.3696847497283
0,4.058147416,41.3129,1373.9155457041616
0,2.420172308,21.7539,1462.3659650353934
0,0.91,0,1473.6927779892585
0,3.03,33.2023,1444.45672752034
0,3.239904189,33.2023,1444.45672752034
0,2.825,4.3694,1457.079343392037
0,2.948106667,3.1314,1486.7119140678751
0,2.076428571,33.7578,1467.4629051194383
0,0.96,8.5871,1392.9716176950117
0,2.878559459,36.7086,1400.4040116717283
0,0.91,0,1532.456724744645
0,0.522945161,22.616,1804.3407597449984
0,0.612380658,41.5027,1923.7817248958784
0,0.888031333,27.5183,1829.42740682249
0,0.66602,35.6086,1630.6527380563084
0,0.479175789,35.9402,1885.284463070195
1,1.061242409,49.6077,1653.092955114305
0,1.952318857,46.4028,1779.1481656612234
1,1.414248763,34.6453,1689.7462680475917
1,3.74181858,91.891,1698.64614807808
1,3.755335229,65.1498,1749.3773477860982
1,3.80675392,52.3481,1672.79301333832
0,3.862976895,79.7803,1726.78971426295
0,2.319991258,68.3543,1696.3730523962768
0,2.218226036,87.0372,1779.7330389192484
1,2.897784615,56.9242,1782.3176256250931
1,2.932885854,25.9675,1757.70648222138
1,2.298534347,39.8062,1689.033906404535
1,0.98298,27.6919,1694.19556346368
0,0.530352,24.0711,1801.109879353895
0,3.309527053,0,1324.269840420979
0,1.7272,0,1309.542084095235
0,1.759186885,37.0853,1374.8358608262483
0,2.762704033,0,1354.6585254790466
0,1.3073104,30.4496,1915.980698722005
1,1.276628955,68.9313,1909.519201010575
1,1.787206184,67.703,1868.453170928575
1,1.237417971,88.5751,1942.53214141411
1,2.313318222,83.7379,1832.6283343550117
1,1.614943182,48.5647,1924.621562327015
1,1.7952689,49.4781,1741.8228685725082
1,1.106397473,56.1054,1958.4813769691432
1,0.635248,13.9711,1821.2600621400832
0,3.092527138,38.9627,1405.1608711222566
0,3.497297297,48.015,1437.611495451435
1,0.924678571,29.1729,1890.7488123233816
1,1.24409581,39.5563,1841.0801187191917
1,2.691745653,39.1464,1768.1195594789667
1,1.717722105,17.4219,1819.5811396673785
1,2.372684007,36.2851,1761.2207671564584
1,0.764509613,35.443600000000004,1850.951345127688
1,2.478166667,33.1617,1700.1909582709484
1,4.245685358,55.1627,1787.2991055001733
1,3.446957241,69.1301,1584.4193019850184
0,0.859166667,51.233,1631.662579424053
0,1.635155556,19.4871,1593.9901241303216
0,1.558461538,10.7289,1470.9149588536484
1,4.776182192,47.5787,1570.2405820024285
1,4.508631356,42.2559,1560.9553223301966
1,2.805257644,62.5897,1599.3047386101534
0,3.622018529,49.478,1633.410555199245
1,4.001053755,40.1805,1589.75572411618
0,0.608394955,31.9657,1872.1087112745768
0,1.205816,19.6368,1738.184702375387
0,1.480900046,40.5543,1836.116506639045
0,1.97898087,53.8102,1621.53328805177
0,3.840104497,40.2453,1505.1045735221117
0,2.011050431,41.6569,1486.7163503196266
0,2.017871549,56.0003,1597.5671288365784
0,3.909215145,55.873,1485.8086580482968
0,3.753651612,27.024,1471.8204736983748
0,5.117642353,25.8161,1464.213624460755
0,3.536935535,59.7291,1511.0182236058768
0,5.780635016,47.3939,1581.1450085893184
0,3.480729867,44.4474,1475.2603546726666
0,3.981916522,31.7553,1574.6354156169566
0,2.204148546,27.5452,1557.183550769985
0,6.205624896,32.2192,1473.8797597497517
0,6.676301156,35.6761,1465.1070296123366
0,3.513416918,32.0405,1521.0675155087115
0,2.86512,44.4474,1475.2603546726666
0,2.851681712,30.9364,1460.63854338683
0,4.105107076,35.4491,1483.1344073135967
0,4.974238992,34.2435,1491.3867654627784
0,5.075180135,35.2293,1497.3605081852052
0,4.28554742,28.9729,1506.9247948110217
0,5.079912681,51.9574,1417.2040576728932
0,3.16920375,29.4997,1573.41634986699
0,3.15,25.0936,1540.0480477525566
0,4.293231034,40.2743,1510.5923688813416
0,5.735125412,34.0585,1485.3112073394568
0,1.976865455,26.3014,1575.494701789
0,3.31378406,65.2463,1527.7695732622883
0,1.421428571,24.014,1633.72709725278
0,2.39050416,42.174,1601.4083801959584
0,3.197126667,36.901,1605.1074910574134
0,3.42765977,59.0366,1368.8270754385985
0,3.132495738,41.7292,1489.4919158961884
0,2.595694864,51.6239,1519.0442485711667
0,4.370063079,54.5075,1494.9164688309284
0,3.750885167,54.5075,1494.9164688309284
0,3.586146963,50.7404,1638.701043193637
0,2.453629091,54.1411,1586.5695581592583
0,3.218995556,43.6683,1613.3898599454717
0,3.358389167,40.3624,1533.7016432957532
0,3.872203999,54.5075,1519.609986218209
0,1.65656,14.4212,1657.24554993775
0,3.543620901,38.3779,1570.9721307077684
0,3.038622857,43.0403,1455.2834650668267
0,1.373084,13.0995,1727.2931762944384
0,5.90242268,23.6048,1503.3732454369583
0,2.836363636,39.522,1560.8578292800798
1,4.411078259,62.6014,1371.98481095567
1,3.193642554,95.3389,1352.1983966438663
1,1.119950374,72.6859,1693.4782045600966
1,1.065306409,32.746,1686.838348460543
1,2.971349792,37.534,1477.6852684989476
1,2.869531341,53.8255,1630.1320156973666
0,3.770220354,71.178,1563.3549696562634
1,1.50344411,34.3127,1761.0943173588232
0,2.393301245,23.7331,1615.7058121886282
0,1.497417492,51.2577,1636.851624462405
1,2.902281501,73.0834,1632.635708266445
0,3.154992868,18.0044,1657.206298399935
1,0.581468485,8.2124,1734.0028468221701
1,2.010295533,140.4056,1853.9149552467736
1,1.620207402,69.9818,1906.667123156415
1,1.374132653,73.4949,2002.69217158162
1,2.126621639,77.2807,1891.046213021252
1,2.384916201,94.8291,1952.106951785345
1,3.153934872,104.7023,1844.103705192028
1,1.92020973,124.5107,1995.269888566135
1,2.342758621,133.4108,1729.84662836317
1,2.790909091,59.5418,1828.46103026367
1,2.67641519,99.5063,1906.2929509651317
1,2.015166045,88.5351,1868.95248011198
1,2.258035189,127.258,1828.4933127870868
1,2.541080272,76.2798,1803.5629901697137
0,1.723939394,53.7737,1904.0279035624417
1,1.7272,89.8342,1884.6673272149133
1,3.168385215,67.6812,1822.8321933288316
1,1.1176,72.6197,1964.7920876996864
1,2.366608125,112.2431,1929.580601112055
1,3.436627517,102.9454,1742.9927999322017
0,0.855167312,79.6483,1920.2596811232936
0,0.699489412,79.6483,1743.1648841810634
1,0.865005755,44.5706,1815.8312850536431
1,1.500496886,29.5844,1849.7744514429316
1,1.126929388,35.8611,1924.56582797353
1,1.207806486,50.3438,1911.81991637118
0,0.848666667,10.1321,1868.9704392672215
1,1.121986,51.2453,1917.8100035400769
1,1.088043192,46.6683,1865.6640276605383
1,1.409765113,31.6218,1879.5613766404351
0,5.924982534,32.1603,1158.6748576137122
0,2.9508,0,1354.6585254790466
0,1.7272,2.7606,1335.778214914645
0,2.740208,0,1359.7314090298116
0,1.530096,41.919,1283.4492863055284
0,2.77368,32.8126,1249.6695068810668
0,2.440792,0,1336.929434863005
0,4.846602398,101.6158,1245.62204090022
0,1.572768,17.3516,1291.8051415001669
0,0.70104,15.5561,1296.2195206440583
0,2.214110173,0,1355.6210952557333
0,2.533787666,7.9064,1355.6210952557333
1,3.114285714,39.4119,1311.0793228160817
1,7.12762,64.2083,1168.4495593005229
1,1.953601905,61.9324,1911.982547193448
1,2.729698473,93.0776,1898.3237087640932
1,1.247815916,41.2879,1972.9865890894216
1,1.325889039,93.2801,1837.0683571588283
1,0.704748603,32.4735,2085.17829829788
1,1.539803687,43.8676,1838.2226043945116
1,0.771435176,62.7059,1872.8323923544167
1,0.878836842,74.6211,1825.12947614376
1,3.109710029,82.5471,1693.9978267110732
1,3.640015453,108.5129,1693.9978267110732
1,0.797677122,52.4309,1787.352370749447
1,1.261177994,42.1856,1817.7507838021484
1,2.877812766,33.9525,1736.930133414365
1,2.437601058,28.7857,1772.8716484139734
0,2.737209937,26.0638,1738.18005158336
0,2.237557391,38.189,1740.1290364540585
0,1.621288066,51.0528,1743.2544044435983
0,2.057823622,70.0172,1707.6008355945366
0,0.726117231,40.748,1707.6008355945366
0,0.775563806,34.9456,1707.6008355945366
0,0.775023333,19.313,1707.6008355945366
0,1.550211185,37.9989,1707.6008355945366
0,0.705500787,41.4524,1707.6008355945366
0,5.057482529,39.1103,1682.647987468025
1,2.841351565,75.9646,1697.1248429096768
1,3.336931633,126.7983,1697.0342594724266
0,1.64592,37.8092,1707.6008355945366
0,1.68855,53.9042,1707.6008355945366
0,1.192044414,38.7068,1707.6008355945366
1,2.577018367,18.0155,1714.42401390387
0,1.745252932,30.2333,1755.565954833217
1,2.912301832,29.7533,1704.419923923973
0,1.524,84.3502,1892.8828873578832
0,0.669253509,25.0092,1780.4166474781616
0,5.13521703,32.6291,1592.8607094067083
1,2.21276,18.6865,1690.7662638290335
0,1.8288,41.5373,1620.366743157015
1,2.969630047,37.4059,1647.2884267302034
1,1.30048,58.2482,1662.8248402345016
0,1.358947368,16.2764,1661.6034650804384
0,1.575887536,19.9471,1652.6765096506667
0,1.426077333,22.6346,1699.0275872760983
0,1.190263158,63.6795,1715.570960545835
0,2.118205128,31.6113,1663.0115630519715
0,2.467977136,52.3506,1596.4242125722467
0,1.979015658,33.1724,1426.1447385248966
0,1.036931741,20.9465,1595.54140847663
1,1.90334624,30.751,1842.3596551542432
1,1.472353788,64.2588,1883.2435600523615
1,1.068771454,89.9575,1796.7611680776115
1,2.215771028,36.4059,1784.5799584174051
1,2.869474286,34.6842,1794.893472784855
1,1.449103059,52.3382,1775.099920984205
1,1.755896,58.4578,1792.922722722805
1,1.281219512,47.1224,1906.4546935217431
1,1.280818713,88.2212,1970.3907346335832
1,2.567966935,136.3289,1818.6750361385484
1,0.686613725,86.9062,2020.07342041823
1,3.281483695,55.8802,1821.730865458225
1,3.111447488,62.1781,1821.730865458225
1,4.3383504,49.5797,1762.0932623915885
1,4.36774,49.391,1766.90964661616
1,2.342948718,94.3549,1875.0032089148233
1,2.54657277,64.2225,1804.924867513853
1,2.94459364,63.41,1662.24064927264
1,1.759383026,108.9763,1718.2404520072732
1,1.670827015,100.4841,1865.0453464098384
1,3.863733183,123.0549,1747.2902850872715
1,0.794166667,46.6992,1821.45828228725
1,1.881771429,52.8047,1811.5838701443768
1,1.2192,162.4971,1869.2824341375
1,3.680685714,147.7769,1764.6209409356384
1,5.300371429,27.5472,1721.7154374905133
1,1.688359355,35.6012,1860.0580428194985
1,1.283333333,17.3691,1871.4672708075316
1,2.091133333,40.236,1872.301801610445
1,2.3876,93.3329,1798.20451328264
1,4.279303623,22.2808,1782.0151108975151
1,1.2192,55.4047,1824.8627180763333
1,1.005963889,90.8301,1921.4238879174384
1,1.033155963,38.4901,1880.60629477153
1,1.678093333,31.6255,1766.7456859035217
1,0.9906,31.6255,1766.7456859035217
1,2.29630339,86.2246,1799.3816989571667
1,1.74554,39.647,1776.6343963676284
1,4.4196,28.4431,1847.923819673125
0,3.401868063,42.4546,1689.6414489665233
0,2.026778351,42.4546,1689.6414489665233
1,1.393406897,49.5692,1799.1921747072215
1,2.5689768,22.4853,1765.90067573199
1,1.246065882,59.9248,1819.860096585272
1,1.554487167,28.2537,1811.7968582903616
1,1.336613091,72.4792,1745.497716128695
1,0.824904706,34.5867,1936.317642986995
1,1.250472727,33.8989,1927.1889920562269
1,1.615491654,80.1355,1893.315337454375
1,1.935138137,34.4344,1853.492957609325
1,2.059700699,26.973,1822.848272863135
1,1.631305691,46.5788,1823.801389008695
1,2.371124731,36.6185,1808.1888000470933
1,1.268472394,30.9686,1896.2799173756937
1,1.542212912,30.9686,1896.2799173756937
1,3.137513311,43.3619,1681.5395110771433
1,2.662142857,16.4028,1749.8402571204867
0,2.923392453,46.632,1606.9223279894934
1,2.673425688,64.1911,1764.55762644176
1,1.3716,40.7474,1742.1814381611282
1,1.385613675,23.5266,1846.3544268434168
1,5.607286355,51.8816,1684.0215024817817
1,1.71440995,38.0776,1754.372462671535
1,2.489380117,36.697,1751.7943204928151
1,2.65544,42.4865,1777.1733285650432
1,5.37935631,51.8816,1684.0215024817817
